Cód. Producto;Producto;costo;ultima actualizacion de precio
7384;MASCARA FACIAL;0.00;19/12/2025
7334;MASCARA PARA NBL;0.00;19/12/2025
7396;MASCARA PARA OXIGENO C/  RESERV. PEDIÁTRICO;0.00;19/12/2025
7454;MASCARA PARA OXIGENO C/ RESERV. ADULTO;0.00;19/12/2025
D-81;MASCARILLA PARA OXIGENO;0.00;19/12/2025
IN-02;MATERIAL DESCARTABLE;0.00;19/12/2025
1035;Medias antitromnoticas;112,892.60;13/2/2026
12049;MEDIDOR BALON TRAQUEO- AG CUFFILL;0.00;19/12/2025
9119;MEDIDOR DE GLUCEMIA Y DISPOSITIVO DE PUNCION;0.00;19/12/2025
MELATONINA;MELATOL 3MG;0.00;19/12/2025
11005;Metroclopimida 2 mg;0.00;19/12/2025
1017;MICONAZOL EN TALCO;0.00;19/12/2025
10986;MICRO NEBULIZADOR PARA TQT;0.00;19/12/2025
239;Microgotero con medidor volumetrico s/aguja;0.00;19/12/2025
6789;MODULO MEDICACION;0.00;19/12/2025
4514;MODULO NUTRICIONAL ENTERAL BESTCARE;0.00;19/12/2025
LIMP49;Mopa con mango;0.00;19/12/2025
LIB94;Mouse Inalambrico;0.00;19/12/2025
11020;MUCOSUCTOR PEDATRICO;0.00;19/12/2025
9084;MUPIROCINA |INVESTI|CREMA X 15GR (PALDAR);0.00;19/12/2025
9069;NIDO FORTIGROW DESLACTOSADA X 400GR.;0.00;19/12/2025
LIB45;Nota adhesiva 50x50mm;0.00;19/12/2025
LIB20;Notas adhesivas (Post it) 36x51 mm.Pack de 4 unidades de 100 unidades;0.00;19/12/2025
LIB4;Notas autoadhesivas (Post it)  38x50 mm 100 hojas x4 unidades;0.00;19/12/2025
LIB31;Notas Autoadhesivas (Post it)  72 x 74mm.Pack de100 hojas;0.00;19/12/2025
10771;NOVALGINA;0.00;19/12/2025
10480;NUTRAMIGEN LGG 357GR;0.00;19/12/2025
10481;NUTRICIA BAGO KAS1000 X 400GR SIN LACTOSA;0.00;19/12/2025
11011;NUTRILON 2 DE 200 ML;0.00;19/12/2025
10482;NUTRILON PROEXPERT PEPTI JUNIOR X 400;0.00;19/12/2025
5263;NUTRILON PROFUTURA 3 X 200 ML;0.00;19/12/2025
9070;NUTRILON PROFUTURA 3 X 800GRS;0.00;19/12/2025
7635;NUTRILON PROFUTURA 4 X 800 GRS;0.00;19/12/2025
A-02;NUTRILON SIN LACTOSA X 350GR;0.00;19/12/2025
9071;NUTRINI 1.0 ML |NUTRICIA BAGO| X 500ML;0.00;19/12/2025
10677;Nutrison advanced diason x 1000 ml;0.00;19/12/2025
NUTSO;NUTRISON ADVANCED PROTISON 500ML;0.00;19/12/2025
10663;NUTRISON ENERGY 1500KL X 1000ML;0.00;19/12/2025
A-04;NUTRISON X 1000 ML;0.00;19/12/2025
10300;OBTURADORES DE JERINGAS;0.00;19/12/2025
9072;OLEO CALCÁREO 500ML;5,659.20;19/12/2025
072;Oleo Calcareo con aloe vera y vitamina A x 1 lt;0.00;19/12/2025
10483;OLEO CALCAREO X 1LT;9,212.00;19/12/2025
10484;OLEO CALCAREO X250;0.00;19/12/2025
OMEP20;OMEPRAZOL SUSPENSION;33,220.80;19/12/2025
OSM;OSMOLITE HN 1000ML;0.00;19/12/2025
OSTEL100;OSTELIM POTENCIA 100 X 10ML;0.00;19/12/2025
11935;OSTELIN ACD SOL 20 ML;0.00;19/12/2025
11912;OXIBUTININA SUSPENSIO;0.00;19/12/2025
12061;OXICIDO DE ZINC X 50GR;0.00;19/12/2025
12026;OXIDO DE ZIC 100 mg (ungüento );38,311.88;19/12/2025
12033;OXIDO DE ZINC 250GR;0.00;19/12/2025
INS 1018;Oxido de zinc x 50g;0.00;19/12/2025
2705;OXIGENO ESP DOMICILIARIO RECARGA 27M3 T;0.00;19/12/2025
OXIPUL;OXIMETRO DE PULSO PORTÁTIL;0.00;19/12/2025
LIMP 110;Pala con cabo;3,361.40;23/1/2026
LIMP72;PALA RESIDUOS CON MANIJA;0.00;19/12/2025
10758;PANTOPRAZOL 10 MG;0.00;19/12/2025
10812;PANTOPRAZOL DE 40 MG;0.00;19/12/2025
9073;PAÑAL  - INCONTINENCIA INTENSA - TALLE M;0.00;19/12/2025
C022;PAÑAL A DEFINIR;0.00;19/12/2025
10659;PAÑAL ADULTO COMODIN ULTRA ELASTIZADO ANATOMICO XL;951.72;19/12/2025
INSU;PAÑAL ADULTO COMODIN ULTRA ELASTIZADO ANATOMICO XL (SEGUNDA SELECCION);0.00;19/12/2025
10485;PAÑAL ADULTO NONINO PLUS XG;971.32;19/12/2025
10486;PAÑAL ADULTO NONISEC BASIC  G;0.00;19/12/2025
10487;PAÑAL ADULTO NONISEC ULTRA  XG;0.00;19/12/2025
10488;PAÑAL ADULTO NONISEC ULTRA  XXG;0.00;19/12/2025
10489;PAÑAL ADULTO PLENITUD CLASSIC G ;0.00;19/12/2025
10490;PAÑAL ADULTO PLENITUD PROTEC G ;1,940.52;19/12/2025
10998;PAÑAL ADULTO PLENITUD PROTEC XG;1,940.52;19/12/2025
9144;PAÑAL ADULTO PLENITUD PROTECT M;1,940.52;19/12/2025
2706;PAÑAL ANATÓMICO JUVENIL M- NONISEC ULTRA;908.46;19/12/2025
10972;PAÑAL BABY XXG;677.74;19/12/2025
10665;PAÑAL COMODIN ANATOMICO M;890.06;19/12/2025
PAÑJUV;PAÑAL DESCARTABLE JUVENIL M- COMODIN;914.64;19/12/2025
10560;PAÑAL GOODNITES PEQ/MED;4,412.52;19/12/2025
10200;PAÑAL GOODNITES XL;0.00;19/12/2025
12035;PAÑAL HENNIA  XG ADULTO;0.00;19/12/2025
12039;PAÑAL HUGGIES XG;471.74;19/12/2025
10988;PAÑAL INDASLIP XL9;0.00;19/12/2025
10491;PAÑAL INFANTIL PAMPERS SUPERSEC M;0.00;19/12/2025
9149;PAÑAL INFANTIL PAMPERS SUPERSEC XG;0.00;19/12/2025
10742;PAÑAL INFANTIL PAMPERS TALLE G;589.16;19/12/2025
10531;PAÑAL PAMPERS CONFORT SEC P;0.00;19/12/2025
10530;PAÑAL PAMPERS CONFORT SEC XG;589.16;19/12/2025
12063;PAÑAL PAMPERS DELUXE XG x 96;0.00;19/12/2025
109800;PAÑAL PAMPERS PREMIUM CARE G;609.76;19/12/2025
10673;PAÑAL PLENITUD PROTEC PLUS (INCONTINENCIA INTENSA) EG;1,940.52;19/12/2025
10602;PAÑAL PLENITUD XG;1,577.96;19/12/2025
9148;PAÑALES ADULTOS ANATOMICO COMODIN XXL;0.00;19/12/2025
10492;PAÑALES ADULTOS L;0.00;19/12/2025
10493;PAÑALES ADULTOS M;1,056.78;19/12/2025
10494;PAÑALES ADULTOS S;0.00;19/12/2025
10495;PAÑALES ADULTOS XL;493.68;19/12/2025
9145;PAÑALES ADULTOS XL COMODIN;653.02;19/12/2025
9147;PAÑALES ADULTOS XL NONISEC BASICO;541.78;19/12/2025
10496;PAÑALES ADULTOS XXL;744.28;19/12/2025
10965;PAÑALES COMODIN ULTRA ELASTIZADOS ANATOMICOS G;924.00;19/12/2025
10695;PAÑALES ESTRELLA JUNIOR;564.44;19/12/2025
11939;PAÑALES ESTRELLAS BABY CARICIAS DE ALGODÓN;0.00;19/12/2025
10302;PAÑALES HUGGIES XXG;640.66;19/12/2025
10603;PAÑALES INDA SLIP TALLE M;2,220.68;19/12/2025
12012;Pañales Indaslip L10;0.00;19/12/2025
10549;PAÑALES INDASLIP PREMIUM S;1,872.54;19/12/2025
10842;PAÑALES INDASLIP TALLE L;2,321.62;19/12/2025
10692;PAÑALES INFANTIL BABY SEC TALLE XG;556.20;19/12/2025
INS 1017;Pañales infantiles Babysec soft premium XXL;609.76;19/12/2025
9114;PAÑALES INFANTILES TALLE G;447.02;19/12/2025
9113;PAÑALES INFANTILES TALLE M;407.88;19/12/2025
9112;PAÑALES INFANTILES TALLE S;0.00;19/12/2025
9115;PAÑALES INFANTILES TALLE XG;0.00;19/12/2025
10497;PAÑALES INFANTILES TALLE XXG;652.24;19/12/2025
10210;PAÑALES INTERIOR CLASSIC PANT PLENITUD G/XG;3,400.40;19/12/2025
10991;Pañales pampers Confort sec extra plus XXG;0.00;19/12/2025
930316.1;PAÑALES PAMPERS CONFORT SEC HIPOALERGENICOS TALLE XXG;718.94;19/12/2025
10671;PAÑALES PAMPERS PREMIUM CARE XXG;861.08;19/12/2025
10498;PAÑALES PLENITUD ( BOLSA VIOLETA ) G;0.00;19/12/2025
9092;PAÑO JABONOSO 20 X 20 (PAQUETE X 20);3,862.50;19/12/2025
PAÑO;PAÑOS JABONOSOS 20 X 20 ( PAQUETE DE 10);0.00;19/12/2025
O-50;PAPAGAYO;0.00;19/12/2025
LIB96;Papel carbonico pack de 50 hojas;0.00;19/12/2025
LIMP2;Papel higienico 1 bolson x 30 rollos;0.00;19/12/2025
LIMP108;Papel higienico pack x 4 unidades x 80mts;3,094.00;22/1/2026
LIB93;Papel madera bobina;0.00;19/12/2025
12018;PAR DE TALONERA PARA PREVENIR ESCARAS EN FIBRA SINTÁCTICA X 2;0.00;19/12/2025
10781;Paracetamol 1 gr. X 50 comp;0.00;19/12/2025
11930;PARACETAMOL GOTAS 50 ML;0.00;19/12/2025
10499;PARCHES OCULARES PEDIATRICO ;0.00;19/12/2025
10208;PASTA KARAYA;0.00;19/12/2025
10778;Pasta lassar;3,168.28;19/12/2025
11942;pediasure clinical x 500;0.00;19/12/2025
7410;PEDIASURE COMPLETE X 400GR;0.00;19/12/2025
10763;PEDIASURE VAINILLA 220 ML;14,891.30;19/12/2025
LIB 102;PERFORADORA AGUJEREADORA METALICA;0.00;19/12/2025
PERV;PERVINOX JBN ESP TRADIC X 240 ML;15,723.98;19/12/2025
PERVI500ML;PERVINOX SOLUCION 500 ML;25,152.60;19/12/2025
PER;PERVINOX SPRAY 40ML;12,221.98;19/12/2025
LIB76;Pila AA;0.00;19/12/2025
LIB81;Pila AAA;0.00;19/12/2025
9085;PLAC-OUT |BERNABO|CLORHEXIDINA 0,12% COLUTORIO X 200ML;16,055.64;19/12/2025
PLAT;PLATSUL 30GR;12,907.40;19/12/2025
M-11;PLATSUL A CREMA X 350;142,710.62;19/12/2025
7380;PLATSUL X 200 GR;65,981.80;19/12/2025
10500;PLATSUL X400 GR;52,684.50;19/12/2025
10925;POLIETILEGLICOL BAREX SOBRES X 30;0.00;19/12/2025
9028;POLVO DE OSTOMIA 25G;0.00;19/12/2025
9091;POMADA HIPOGLOS (ANDROMACO) X 50 GRS;22,519.92;19/12/2025
9029;POMADA TIPO HIPOGLOS X100GRS;44,625.78;19/12/2025
LIB126;Porta planillas;0.00;19/12/2025
LIB 130;Porta taco cubo 9x9;0.00;19/12/2025
10810;Povitiol Incoloro Spray x 60ml;0.00;19/12/2025
FERR;Presintos Plasticos negros;0.00;19/12/2025
12010;PROCTO-METADYNE;13,855.56;19/12/2025
11100;Prolongador 2,8 MM/15 cm;0.00;19/12/2025
10529;PROLONGADOR 30CM;0.00;19/12/2025
11921;Prolongador Bifurcado con Válvula autosellante para vía PICC;0.00;19/12/2025
10528;PROLONGADOR BT 20- 50 CM;0.00;19/12/2025
11000;PROLONGADOR DE OXIMETRO 6M;0.00;19/12/2025
484;PROLONGADOR PT 26/100CM;0.00;19/12/2025
9030;PROLONGADOR PT 26/150;960.00;19/12/2025
9031;PROLONGADOR PT26/050;0.00;19/12/2025
3990;PROLONGADOR PT35;0.00;19/12/2025
470;PROLONGADOR T23 BT20 2.20MT;0.00;19/12/2025
C018;PROLONGADORES A DEFINIR;0.00;19/12/2025
10956;PROTEINA+ GRASA + CARBOHID+ ASOC.DIBEN X 500 ML;0.00;19/12/2025
11110;PROTEINA+ GRASA + CARBOHID+ ASOC.FRESUBIN ENERGY X 500 ML;0.00;19/12/2025
10770;PULMOSAN PEDIATRICO;0.00;19/12/2025
6589;PULVERIZADOR SANITIZANTE 250 ML;0.00;19/12/2025
10891;QUETIAPINA 100 MG X 30 COMP;0.00;19/12/2025
11960;RAQUIFEROL D3 (COLECALCIFEROL GOTAS SOLUCIÓN ORAL 4ML);0.00;19/12/2025
4500;RECARGA CILINDRO DE OXIGENO;0.00;19/12/2025
O-19;RECARGA DE TUBO OXIGENO;0.00;19/12/2025
4501;RECARGA MOCHILA;0.00;19/12/2025
98;RECARGA TUBO DE 6 MTS;0.00;19/12/2025
10966;REFUERZA PAÑAL COMODIN G;337.84;19/12/2025
10757;REFUERZA PAÑAL M;381.10;19/12/2025
10604;REFUERZA PAÑAL XG;484.10;19/12/2025
LIB77;Regla 20 cm;0.00;19/12/2025
LIB30;Regla 30 cm;0.00;19/12/2025
240;REGULADOR DE FLUJO UNIFLOW;0.00;19/12/2025
LIMP 105;Repuesto canasta inodoro;0.00;19/12/2025
LIMP40;Repuesto de detergente 750 ml;0.00;19/12/2025
11999;Repuesto de jabon liquido 500ml;0.00;19/12/2025
LIMP41;Repuesto detergente 450ml;0.00;19/12/2025
LIMP18;Repuesto para inodoro glade;0.00;19/12/2025
LIB12;Resaltador amarillo;0.00;19/12/2025
LIB32;Resaltador naranja;0.00;19/12/2025
LIB33;Resaltador verde;0.00;19/12/2025
LIB8;Resma A4 75 grs;0.00;19/12/2025
LIPM112;Respuesto de jabon liquido de 1l;0.00;19/12/2025
M-13;RISPERIDONA SOLUCION ORAL X100;0.00;19/12/2025
LIB35;Roller borrable GEL PIZZINI (Lapicera borrable);0.00;19/12/2025
360;ROLLO DE PAPEL 30cm;0.00;19/12/2025
10970;ROLLO DE VENDA ELASTICA;0.00;19/12/2025
58ROPA/INT/P/INC. 8;ROPA INTERIOR P/INCONTINENCIA PLENITUD PROTEC M;0.00;19/12/2025
12017;ROTADOR PARA CAMBIOS DE DECÚBITOS ANTI ESCARAS;0.00;19/12/2025
12060;RPS II KIT DE VS-II;0.00;19/12/2025
LIB43;Saca ganchos;0.00;19/12/2025
LIB19;Sacapuntas;0.00;19/12/2025
1272;SALBUTAMOL;0.00;19/12/2025
9166;SANCOR BEBE 1;0.00;19/12/2025
11931;SANITISANTE DE PIEL CON CLORHEXIDINA 250 ML;0.00;19/12/2025
5588;SANITIZANTE ACUOSO (RIFOCINA) SPRAY X 30 ML;0.00;19/12/2025
241;SANITIZANTE DESINFECTANTE 1LT  COVID19;0.00;19/12/2025
4659;SANITIZANTE ESPUMA LIQUIDA P/MANOS EN AEROSOL X 70GR SMELL FRESH;0.00;19/12/2025
LIMP55;Secador de goma base de plástico;0.00;19/12/2025
1436;SECALBUM X 250 GR;192,059.98;19/12/2025
SEN DESC;SENSOR DESCARTABLE PARA OXIMETRO;26,765.58;19/12/2025
SEN PED DESC;SENSOR DESCARTABLE PEDIATRICO;26,765.58;19/12/2025
7408;SENSOR MAXINI;26,765.58;19/12/2025
SENNON;SENSOR NONIN;0.00;19/12/2025
11200;SENSOR PARA SATUROMETRO (Marca OXIMAX N560);0.00;19/12/2025
SENPEDSAT;SENSOR PEDIATRICO DESCARTABLE PARA SATURÓMETRO;26,765.58;19/12/2025
9033;SENSOR PEDIATRICO/ADULTO SPO2;25,438.94;19/12/2025
SEN PED;SENSORES DE OXIMETRO DE PULSO TIPO NELLCOR NEONATAL (NO PINZA);0.00;19/12/2025
LIB69;Señalador banderita colores surtidos;0.00;19/12/2025
LIB80;Separador 5 posiciones tamaño A4;0.00;19/12/2025
10907;SERETIDE 25/125 MCG X 120 DOSIS;0.00;19/12/2025
LIMP3;Servilletas en rollo 1bolson x 8 unidades;0.00;19/12/2025
LIMP1;Servilletas intercaladas caja x 2500 unidad;0.00;19/12/2025
10908;Set de Alimentación Biomax 500 ( Cod FDB018);9,191.72;19/12/2025
SBBA;SET DE BOMBA PARA ALIMENTACION KANGAROO 324;0.00;19/12/2025
10774;SET DE CIRCUITO CERRADO DE ASPIRACION O SUCCION TRAQUEAL (CALIBRE 16 FRENCH);165,661.08;19/12/2025
10803;SET DE INFUSION PARA ALIMENTACION POR BOMBA SILMAG 20 FRENCH;0.00;19/12/2025
5869;SET MANGUERA T63;0.00;19/12/2025
9074;SET PARA NEBULIZAR  TRAQUEOTOMIA;0.00;19/12/2025
10923;SIMETICONA GOTAS;0.00;19/12/2025
LIB65;Sobre papel madera, 27 x 37 cm. Pack de 100 unidades;0.00;19/12/2025
LIB61;Sobre papel madera, 30 x 40cm. Pack de 10 unidades;0.00;19/12/2025
LIB10;Sobre papel madera, 80g. 22 x 32cm. Pack de 10 unidades;0.00;19/12/2025
11910;SOLUCION ACUOSA DE CLORHEXIDINA AL 2% X 100 ML;0.00;19/12/2025
DEX250;SOLUCION DEXTROSA X 250 ML;0.00;19/12/2025
BB111;SOLUCION DEXTROZA X 500 ML;0.00;19/12/2025
5058;SOLUCIÓN FISIOLÓGICA AMPOLLA DE VIDRIO 5 ML;1,033.62;9/2/2026
9034;SOLUCION FISIOLOGICA AMPOLLA PLASTICO X 10 ML;758.88;19/12/2025
7339;SOLUCION FISIOLOGICA AMPOLLA PLASTICO X 5 ML;606.00;19/12/2025
7337;SOLUCION FISIOLOGICA X 100 ML;2,515.90;19/12/2025
242;SOLUCIÓN FISIOLÓGICA X 1LT;3,897.52;19/12/2025
7338;SOLUCION FISIOLOGICA X 250 ML;2,317.50;19/12/2025
BB110;SOLUCION FISIOLOGICA X 500 ML;2,890.00;19/12/2025
SONDA ALIMENT K 30;SONDA ALIMENT K 30 ;0.00;19/12/2025
107802;SONDA ASPIRACION 2,8MM 8FR;0.00;19/12/2025
9035;SONDA ASPIRACION ASPISON CAT179;0.00;19/12/2025
10667;SONDA ASPIRACION B-29P (BT-3529P);545.90;19/12/2025
4855;SONDA ASPIRACION CANULA UNIPERF.25CM GT-25 PI - CEEMED;0.00;19/12/2025
9123;SONDA ASPIRACION CON REGULADOR TIPO K 26P  (SA-31 KOLER);1,029.52;19/12/2025
7340;SONDA ASPIRACION CON REGULADOR TIPO K 28P (SA-30 KOLER);1,020.58;19/12/2025
10501;SONDA ASPIRACIÓN CON REGULADOR TIPO K 29P (SM-40P KOLER);1,320.56;19/12/2025
BB123;SONDA ASPIRACION CON REGULADOR TIPO K 32P (SM-50P KOLER);1,320.56;19/12/2025
9111;SONDA ASPIRACION K 29 CON REGULADOR (NOVA MED O KANGUYAN);518.82;19/12/2025
9222;SONDA ASPIRACION K 30 CON REGULADOR ;570.86;19/12/2025
2345;SONDA ASPIRACIÓN K 31 CON REGULADOR ;579.02;19/12/2025
SOND K28;SONDA ASPIRACION K28;514.80;19/12/2025
9151;SONDA ASPIRACIÓN K29;515.60;19/12/2025
10502;SONDA ASPIRACION K30 SHINOBI;1,305.22;19/12/2025
10503;SONDA ASPIRACION KOLER SA-33 TIPO K24;0.00;19/12/2025
7386;SONDA ASPIRACION N°6 210-06 (SILMAG);0.00;19/12/2025
10902;SONDA ASPIRACION TIPO K 32 (SM-50 KOLER);0.00;19/12/2025
10987;SONDA B30P de ASPIRACION - BIOM;531.48;19/12/2025
10688;SONDA CON PROLONGADOR G-2935;0.00;19/12/2025
10504;SONDA CON REGULADOR  K 31 SHINOBI;0.00;19/12/2025
10899;SONDA DE ALIMENTACION NASOGASTRICA IK-33 INTRATUB;0.00;19/12/2025
C005;SONDA DE ASPIRACION A DEFINIR;0.00;19/12/2025
K29;SONDA DE ASPIRACION K29 (SM-40 KOLER);1,248.36;19/12/2025
SDA30;SONDA DE ASPIRACION K30 KOLER;661.26;19/12/2025
12042;SONDA DE ASPIRACION SILICONADA 210-08 SILMAG;0.00;19/12/2025
63SON/AS/TI.K-30PC/R;SONDA DE ASPIRACION TIPO K-30P;0.00;19/12/2025
11121;SONDA FOLEY 2 VIAS Nº 10;1,225.70;19/12/2025
104;SONDA FOLEY 2 VIAS Nº 12;1,225.70;19/12/2025
9856;SONDA FOLEY 2 VIAS Nº 14;1,225.70;19/12/2025
10507;SONDA FOLEY 2 VIAS Nº 14 SILICONADA;3,825.42;19/12/2025
518;SONDA FOLEY 2 VIAS Nº 16;1,225.70;19/12/2025
10508;SONDA FOLEY 2 VIAS Nº 16 SILICONADA;3,714.00;19/12/2025
BB116;SONDA FOLEY 2 VIAS Nº 18;1,225.70;19/12/2025
10509;SONDA FOLEY 2 VIAS Nº 18 SILICONADA;3,744.92;19/12/2025
BB115;SONDA FOLEY 2 VIAS Nº 20;1,225.70;19/12/2025
10510;SONDA FOLEY 2 VIAS Nº 20 SILICONADA;3,714.00;19/12/2025
BB114;SONDA FOLEY 2 VIAS Nº 22;1,225.70;19/12/2025
10511;SONDA FOLEY 2 VIAS Nº 22 SILICONADA;3,683.36;19/12/2025
10505;SONDA FOLEY 2 VIAS Nº 24;1,225.70;19/12/2025
10506;SONDA FOLEY 2 VIAS Nº 24 SILICONADA;3,825.42;19/12/2025
12043;SONDA FOLEY 3 VIAS 18FR SILICONADA;0.00;19/12/2025
10981;SONDA FOLEY 3 VIAS Nº 18;1,225.70;19/12/2025
C021;SONDA FOLEY A DEFINIR;0.00;19/12/2025
FOL014;SONDA FOLEY SILICONADA 3 VIAS Nº14;0.00;19/12/2025
7341;SONDA K30 ASPIRACION;480.00;19/12/2025
7343;SONDA K32 ASPIRACION;488.00;19/12/2025
244;SONDA MIC- KEY 121 -12 FINA 18FR;80,991.80;19/12/2025
246;SONDA MIC- KEY 123 -12 GRUESA 18FR;80,991.80;19/12/2025
C016;SONDA NASOGASTRICA DE DEFINIR;0.00;19/12/2025
BB122;SONDA NASOGASTRICA K 108;8,604.32;19/12/2025
7342;SONDA NASOGASTRICA K 31 (S-23 KOLER);1,130.94;19/12/2025
9038;SONDA NASOGASTRICA K 33 (S-20 KOLER);1,098.00;19/12/2025
D-98;SONDA NASOGASTRICA K29;529.42;19/12/2025
D-99;SONDA NASOGASTRICA K30;514.00;19/12/2025
10512;SONDA NASOGASTRICA K-30 (10 FR);436.00;19/12/2025
7230;SONDA NASOGASTRICA K-30 (S-28 KOLER);1,130.94;19/12/2025
487;SONDA NASOGÁSTRICA K-35 (S-14 KOLER);1,130.94;19/12/2025
391-12;SONDA NASOGASTRICA K9 SILMAG 391-12;35,909.92;19/12/2025
497;SONDA NASOGÁSTRICA SILICONADA 391-16 SILMAG;35,460.20;19/12/2025
1532;SONDA NASOGÁSTRICA SILICONADA 392-7 SILMAG;35,269.26;19/12/2025
498;SONDA NASOGÁSTRICA SILICONADA 392-9 SILMAG;36,141.00;19/12/2025
392-06;SONDA NASOGASTRICA SILMAG 392-06;0.00;19/12/2025
250;SONDA NELATON  URETRAL K 95 Nº16;0.00;19/12/2025
10555;SONDA NELATON GOMA ROJA 16FR;442.90;19/12/2025
249;SONDA NELATON URETRAL  K 96 Nº18;0.00;19/12/2025
9076;SONDA NELATON URETRAL K 92 Nº 8;0.00;19/12/2025
7387;SONDA NELATON URETRAL K 92 Nº 8 (KOLER);0.00;19/12/2025
7381;SONDA NELATON URETRAL K 93 Nº12;0.00;19/12/2025
10513;SONDA NELATON URETRAL K 93 Nº12 (KOLER);0.00;19/12/2025
D-97;SONDA NELATON URETRAL K 97 N°10 (KOLER);0.00;19/12/2025
9785;SONDA NELATON URETRAL K 97 Nº10;0.00;19/12/2025
7389;SONDA P/ INHALACIÓN DE OXÍGENO O SUCCIÓN MUCUS 230-09;0.00;19/12/2025
11130;Sonda para aspiración G-31 MOD G3135K;0.00;19/12/2025
10802;SONDA SILICONADA DE ALIMENTACION Nº 7 SILMAG;0.00;19/12/2025
1030;SONDA SILICONADA DE ASPIRACION N8 SILMAG;0.00;19/12/2025
107800;SONDA SPEEDICATH . COD. 28412;0.00;19/12/2025
107801;SONDA SPEEDICATH COMPACT SET COD.28422;0.00;19/12/2025
10514;SONDA TOMFAC FIRST K10;0.00;19/12/2025
10551;Sonda Urinaria Femenina Coloplast 28512 sin látex;11,051.90;19/12/2025
10552;Sonda Urinaria Femenina Coloplast 28812 Speedicath Compact Plus sin latex;17,547.08;19/12/2025
SDA33;SONDA VESICAL K33;0.00;19/12/2025
1031;SONDAS DE ASPIRACION FENESTRADA K30 CON REGULADOR;0.00;19/12/2025
251;SONDAS K-10 SNG;0.00;19/12/2025
10791;Sondas K-11;0.00;19/12/2025
252;SONDAS K-9 SNG;0.00;19/12/2025
K33PG;SONDAS PARA ASPIRACION  K-33P;0.00;19/12/2025
SONSHI K-31;SONDAS SHINOBI K-31 NASOGASTRICA;0.00;19/12/2025
10792;Soporte de catéter extensible;0.00;19/12/2025
12008;Speedicath Compact Plus Coloplast 28810;0.00;19/12/2025
11934;SUCRALMAX;0.00;19/12/2025
10793;Suero fisiológico cloruro de sodio ampolla vidrio x 9 ml;784.86;19/12/2025
2022;SUERO SOLUCIÓN RINGER LACTATO 500 ML ;0.00;19/12/2025
10652;SUJETADOR DE TRAQUEOTOMÍA PEDIÁTRICO YAFHO (REF 601103);0.00;19/12/2025
11899;SUJETADOR P/TUBO ENDOTRAQUEAL;0.00;19/12/2025
10921;SULFATO DE ZINC;0.00;19/12/2025
10691;SUPLEMENTO FORTINI COMPACT MULTI FIBRE 125ml;0.00;19/12/2025
10994;SUPPORTAN 500ml EB;0.00;19/12/2025
LIMP52;Tableta 12 unidades Fuyi/Raid;0.00;19/12/2025
LIB17;Taco de color 90x90mm.Pack 400 hojas;0.00;19/12/2025
10924;TALCO COPORAL X 500;0.00;19/12/2025
4585;TAPA FRASCO ASPIRADOR;0.00;19/12/2025
LIB59;Tapa para encuadernar A4 azul x 50 unidades;0.00;19/12/2025
LIB47;Tapa para encuadernar A4 negro x 50 unidades;0.00;19/12/2025
LIB58;Tapa para encuadernar A4 transparente x 50 unidades;0.00;19/12/2025
253;TAPÓN DE PICC;0.00;19/12/2025
254;TAPÓN DE PICC C/PROLONGADOR;0.00;19/12/2025
9124;TAPON TERAPIA INTERMITENTE;277.70;19/12/2025
10102;TELA |OPER TAPE| P/FIJACION 10MT.X 5 CM. |IHT|;0.00;19/12/2025
10974;TELA ADHESIVA MICROPOR / NO TEJIDA 2.5;564.44;19/12/2025
1TEN;TENSIÓMETRO;0.00;19/12/2025
10741;Tensiometro aneroide;0.00;19/12/2025
TEN;TENSIOMETRO CON ESTETOSCOPIO;0.00;19/12/2025
11937;TERMOFREN GOTAS X 20 ML;0.00;19/12/2025
9127;TERMOMETRO;0.00;19/12/2025
LIB10606;TIJERA;0.00;19/12/2025
10607;TIJERA INSTRUMENTAL PARA CLAMPEO;0.00;19/12/2025
LIB82;Tiner para impresora Brother DCP 1610;0.00;19/12/2025
LIB101;Tinta para sellos;0.00;19/12/2025
LIB54;Tinta para sellos de goma rolón negra, 70cc;0.00;19/12/2025
245;TOALLAS DE PAPEL X 100;0.00;19/12/2025
10675;TOALLAS HUMEDAS HUGGIES TRIPLE PROTECCION X 96 UNIDADAES;11,470.08;19/12/2025
12069;TOALLITA HUMEDA ADULTO;0.00;19/12/2025
255;TOALLITAS DE ALCOHOL 70%;0.00;19/12/2025
9116;TOALLITAS HUMEDAS;3,600.00;19/12/2025
12029;TOALLITAS HUMEDAS PARA ADULTO COMODIN;10,188.76;19/12/2025
LIB66;Toner para impresora BROTHER DCP 1617 NW;0.00;19/12/2025
10919;TOPIRAMATO 50;0.00;19/12/2025
8545;TRAMPA DE AGUA;0.00;19/12/2025
LIMP15;Trapo de piso;0.00;19/12/2025
LIMP13;Trapo rejilla doble;0.00;19/12/2025
LIB36;Trincheta/ cortante guía metal 18m;0.00;19/12/2025
2645;TUBO DE TRAQUEOSTOMÍA HILO EVAC C/BALÓN N°8;0.00;19/12/2025
2646;TUBO DE TRAQUEOTOMÍA HILO EVAC C/BALÓN N°6;0.00;19/12/2025
9040;TUBO ENDOCRANEAL Nº 10;0.00;19/12/2025
9041;TUBO ENDOCRANEAL Nº 11;0.00;19/12/2025
9042;TUBO ENDOCRANEAL Nº 12;0.00;19/12/2025
